基金代码,拼音缩写,基金简称,基金类型,拼音全称,status,last_updated
000296,PHFSDQKFZQB,鹏华丰实定期开放债券B,债券型-混合一级,PENGHUAFENGSHIDINGQIKAIFANGZHAIQUANB,unknown,
000297,PHKZZZQA,鹏华可转债债券A,债券型-混合二级,PENGHUAKEZHUANZHAIZHAIQUANA,unknown,
000298,ZHCZZQA,中海纯债债券A,债券型-长债,ZHONGHAICHUNZHAIZHAIQUANA,unknown,
000299,ZHCZZQC,中海纯债债券C,债券型-长债,ZHONGHAICHUNZHAIZHAIQUANC,unknown,
000300,DBDLHBA,德邦德利货币A,货币型-普通货币,DEBANGDELIHUOBIA,unknown,
000301,DBDLHBB,德邦德利货币B,货币型-普通货币,DEBANGDELIHUOBIB,unknown,
000305,ZYZGDJZQA,中银中高等级债券A,债券型-长债,ZHONGYINZHONGGAODENGJIZHAIQUANA,unknown,
000306,THHLZQA,天弘弘利债券A,债券型-混合二级,TIANHONGHONGLIZHAIQUANA,unknown,
000307,YFDHJETFLJA,易方达黄金ETF联接A,指数型-其他,YIFANGDAHUANGJINETFLIANJIEA,unknown,
000308,JXCXZGHH,建信创新中国混合,混合型-偏股,JIANXINCHUANGXINZHONGGUOHUNHE,unknown,
000309,DMPZSHJXGPA,大摩品质生活精选股票A,股票型,DAMOPINZHISHENGHUOJINGXUANGUPIAOA,unknown,
000310,AXYLXYZQA,安信永利信用债券A,债券型-混合一级,ANXINYONGLIXINYONGZHAIQUANA,unknown,
000311,JSCCHS300ZSZQA,景顺长城沪深300指数增强A,指数型-股票,JINGSHUNCHANGCHENGHUSHEN300ZHISHUZENGQIANGA,unknown,
000312,HAHS300ZQA,华安沪深300增强A,指数型-股票,HUAANHUSHEN300ZENGQIANGA,unknown,
000313,HAHS300ZQC,华安沪深300增强C,指数型-股票,HUAANHUSHEN300ZENGQIANGC,unknown,
000314,ZSRFLHPZHHFQSA,招商瑞丰灵活配置混合发起式A,混合型-灵活,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA,unknown,
000319,HLTLZQA,宏利淘利债券A,债券型-混合一级,HONGLITAOLIZHAIQUANA,unknown,
000320,HLTLZQC,宏利淘利债券C,债券型-混合一级,HONGLITAOLIZHAIQUANC,unknown,
000322,NYHLJHZQA,农银汇理金汇债券A,债券型-长债,NONGYINHUILIJINHUIZHAIQUANA,unknown,
000324,HRYDXJSYHBA,华润元大现金收益货币A,货币型-普通货币,HUARUNYUANDAXIANJINSHOUYIHUOBIA,unknown,
000325,HRYDXJSYHBB,华润元大现金收益货币B,货币型-普通货币,HUARUNYUANDAXIANJINSHOUYIHUOBIB,unknown,
000326,NFZXPCZGPA,南方中小盘成长股票A,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAOA,unknown,
000327,NFQLXLCHHA,南方潜力新蓝筹混合A,混合型-偏股,NANFANGQIANLIXINLANCHOUHUNHEA,unknown,
000328,MGZXDLHHA,摩根转型动力混合A,混合型-灵活,MOGENZHUANXINGDONGLIHUNHEA,unknown,
000329,PHFRDKZ,鹏华丰饶定开债,债券型-混合一级,PENGHUAFENGRAODINGKAIZHAI,unknown,
000330,HTFXJBHBA,汇添富现金宝货币A,货币型-普通货币,HUITIANFUXIANJINBAOHUOBIA,unknown,
000331,ZJHBA,中加货币A,货币型-普通货币,ZHONGJIAHUOBIA,unknown,
000332,ZJHBC,中加货币C,货币型-普通货币,ZHONGJIAHUOBIC,unknown,
000333,CCWGSYZQA,长城稳固收益债券A,债券型-混合二级,CHANGCHENGWENGUSHOUYIZHAIQUANA,unknown,
000334,CCWGSYZQC,长城稳固收益债券C,债券型-混合二级,CHANGCHENGWENGUSHOUYIZHAIQUANC,unknown,
000335,AXYLXYZQC,安信永利信用债券C,债券型-混合一级,ANXINYONGLIXINYONGZHAIQUANC,unknown,
000336,NYYJJXHH,农银研究精选混合,混合型-灵活,NONGYINYANJIUJINGXUANHUNHE,unknown,
000338,PHSZBLZQB,鹏华双债保利债券B,债券型-混合二级,PENGHUASHUANGZHAIBAOLIZHAIQUANB,unknown,
000339,CCYLBJHHA,长城医疗保健混合A,混合型-偏股,CHANGCHENGYILIAOBAOJIANHUNHEA,unknown,
000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII-纯债,JIASHIXINXINGSHICHANGC2QDII,unknown,
000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII-纯债,JIASHIXINXINGSHICHANGA1QDII,unknown,
000343,HXCFBHBA,华夏财富宝货币A,货币型-普通货币,HUAXIACAIFUBAOHUOBIA,unknown,
000345,PHFRDKZ,鹏华丰融定开债,债券型-混合一级,PENGHUAFENGRONGDINGKAIZHAI,unknown,
000346,JXAXHB6GYDKA,建信安心回报6个月定开A,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIA,unknown,
000347,JXAXHB6GYDKC,建信安心回报6个月定开C,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIC,unknown,
000351,GFHFYNCYQZQA,国富恒丰一年持有期债券A,债券型-长债,GUOFUHENGFENGYINIANCHIYOUQIZHAIQUANA,unknown,
000352,GFHFYNCYQZQC,国富恒丰一年持有期债券C,债券型-长债,GUOFUHENGFENGYINIANCHIYOUQIZHAIQUANC,unknown,
000354,CSCZHZTHHA,长盛城镇化主题混合A,混合型-偏股,CHANGSHENGCHENGZHENHUAZHUTIHUNHEA,unknown,
000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型-混合一级,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA,unknown,
000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型-混合一级,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC,unknown,
000359,YFDYLCHBA,易方达易理财货币A,货币型-普通货币,YIFANGDAYILICAIHUOBIA,unknown,
000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEA,unknown,
000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEC,unknown,
000366,HTFTFTHBA,汇添富添富通货币A,货币型-普通货币,HUITIANFUTIANFUTONGHUOBIA,unknown,
000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型-偏债,GUOTAIANKANGDINGQIZHIFUHUNHEA,unknown,
000368,HTFHS300AZZSA,汇添富沪深300安中指数A,指数型-股票,HUITIANFUHUSHEN300ANZHONGZHISHUA,unknown,
000369,GFQQYLBJZSRMBQDIIA,广发全球医疗保健指数人民币(QDII)A,指数型-海外股票,GUANGFAQUANQIUYILIAOBAOJIANZHISHURENMINBIQDIIA,unknown,
000370,GFQQYLBJMYXHQDIIA,广发全球医疗保健美元现汇(QDII)A,指数型-海外股票,GUANGFAQUANQIUYILIAOBAOJIANMEIYUANXIANHUIQDIIA,unknown,
000371,MSJYXJBHBA,民生加银现金宝货币A,货币型-普通货币,MINSHENGJIAYINXIANJINBAOHUOBIA,unknown,
000372,ZYHLBNDQKFZQA,中银惠利半年定期开放债券A,债券型-长债,ZHONGYINHUILIBANNIANDINGQIKAIFANGZHAIQUANA,unknown,
000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA,unknown,
000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC,unknown,
000377,MGSZZLZQA,摩根双债增利债券A,债券型-混合二级,MOGENSHUANGZHAIZENGLIZHAIQUANA,unknown,
000378,MGSZZLZQC,摩根双债增利债券C,债券型-混合二级,MOGENSHUANGZHAIZENGLIZHAIQUANC,unknown,
000379,PARZLHBA,平安日增利货币A,货币型-普通货币,PINGANRIZENGLIHUOBIA,unknown,
000380,JSCCJYHBA,景顺长城景益货币A,货币型-普通货币,JINGSHUNCHANGCHENGJINGYIHUOBIA,unknown,
000381,JSCCJYHBB,景顺长城景益货币B,货币型-普通货币,JINGSHUNCHANGCHENGJINGYIHUOBIB,unknown,
000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型-混合二级,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA,unknown,
000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型-混合二级,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC,unknown,
000389,GFTTHHBA,广发天天红货币A,货币型-普通货币,GUANGFATIANTIANHONGHUOBIA,unknown,
000390,HSYSHYHHA,华商优势行业混合A,混合型-灵活,HUASHANGYOUSHIHANGYEHUNHEA,unknown,
000394,RTTYDRZQA,融通通源短融债券A,债券型-中短债,RONGTONGTONGYUANDUANRONGZHAIQUANA,unknown,
000395,HTFAXZGZQA,汇添富安心中国债券A,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANA,unknown,
000396,HTFAXZGZQC,汇添富安心中国债券C,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANC,unknown,
000397,HTFQEBHBA,汇添富全额宝货币A,货币型-普通货币,HUITIANFUQUANEBAOHUOBIA,unknown,
000398,HFLHPZHHA,华富灵活配置混合A,混合型-灵活,HUAFULINGHUOPEIZHIHUNHEA,unknown,
000402,GYCZZQA,工银纯债债券A,债券型-长债,GONGYINCHUNZHAIZHAIQUANA,unknown,
000403,GYCZZQB,工银纯债债券B,债券型-长债,GONGYINCHUNZHAIZHAIQUANB,unknown,
000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型-灵活,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI,unknown,
000406,HTFSLZQZQA,汇添富双利增强债券A,债券型-混合二级,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA,unknown,
000407,HTFSLZQZQC,汇添富双利增强债券C,债券型-混合二级,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC,unknown,
000408,MSJYCZHHHA,民生加银城镇化混合A,混合型-灵活,MINSHENGJIAYINCHENGZHENHUAHUNHEA,unknown,
000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO,unknown,
000410,YMFWLXHHA,益民服务领先混合A,混合型-灵活,YIMINFUWULINGXIANHUNHEA,unknown,
000411,JSCCYZCZGPA,景顺长城优质成长股票A,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAOA,unknown,
000414,JSJDSYCLDQHHA,嘉实绝对收益策略定期混合A,混合型-绝对收益,JIASHIJUEDUISHOUYICELUEDINGQIHUNHEA,unknown,
000415,DMTL18GYDKZA,大摩添利18个月定开债A,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIA,unknown,
000416,DMTL18GYDKZC,大摩添利18个月定开债C,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIC,unknown,
000417,GLAXJXHHA,国联安新精选混合A,混合型-灵活,GUOLIANANXINJINGXUANHUNHEA,unknown,
000418,JSCCCZZXGPA,景顺长城成长之星股票A,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAOA,unknown,
000419,DMYZXJCZA,大摩优质信价纯债A,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIA,unknown,
000420,DMYZXJCZC,大摩优质信价纯债C,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIC,unknown,
000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型-灵活,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA,unknown,
000424,CSTLBHBA,长盛添利宝货币A,货币型-普通货币,CHANGSHENGTIANLIBAOHUOBIA,unknown,
000425,CSTLBHBB,长盛添利宝货币B,货币型-普通货币,CHANGSHENGTIANLIBAOHUOBIB,unknown,
000431,PHPPCCHH,鹏华品牌传承混合,混合型-灵活,PENGHUAPINPAICHUANCHENGHUNHE,unknown,
000432,ZYYXQYHH,中银优秀企业混合,混合型-偏股,ZHONGYINYOUXIUQIYEHUNHE,unknown,
000433,AXXFYXHHA,安信鑫发优选混合A,混合型-灵活,ANXINXINFAYOUXUANHUNHEA,unknown,
000434,XHYNBHBA,新华壹诺宝货币A,货币型-普通货币,XINHUAYINUOBAOHUOBIA,unknown,
000436,YFDYHDKHHA,易方达裕惠定开混合A,混合型-偏债,YIFANGDAYUHUIDINGKAIHUNHEA,unknown,
000452,NFYYBJLHPZHHA,南方医药保健灵活配置混合A,混合型-灵活,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHEA,unknown,
000457,MGHXCZGPA,摩根核心成长股票A,股票型,MOGENHEXINCHENGZHANGGUPIAOA,unknown,
000458,YDLXHBA,英大领先回报A,混合型-灵活,YINGDALINGXIANHUIBAOA,unknown,
000459,YDLXHBB,英大领先回报B,混合型-灵活,YINGDALINGXIANHUIBAOB,unknown,
000462,NYZTLDHHA,农银主题轮动混合A,混合型-灵活,NONGYINZHUTILUNDONGHUNHEA,unknown,
000464,JSHQBHBA,嘉实活期宝货币A,货币型-普通货币,JIASHIHUOQIBAOHUOBIA,unknown,
000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,债券型-长债,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN,unknown,
000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN,unknown,
000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN,unknown,
000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO,unknown,
000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO,unknown,
000475,GFTTLHBA,广发天天利货币A,货币型-普通货币,GUANGFATIANTIANLIHUOBIA,unknown,
000476,GFTTLHBB,广发天天利货币B,货币型-普通货币,GUANGFATIANTIANLIHUOBIB,unknown,
000477,GFZTLXHHA,广发主题领先混合A,混合型-灵活,GUANGFAZHUTILINGXIANHUNHEA,unknown,
000478,JXZZ500ZSZQA,建信中证500指数增强A,指数型-股票,JIANXINZHONGZHENG500ZHISHUZENGQIANGA,unknown,
000480,DFHXDLHHA,东方红新动力混合A,混合型-灵活,DONGFANGHONGXINDONGLIHUNHEA,unknown,
000483,XYHBA,鑫元货币A,货币型-普通货币,XINYUANHUOBIA,unknown,
000484,XYHBB,鑫元货币B,货币型-普通货币,XINYUANHUOBIB,unknown,
000487,JS3GYLCZQA,嘉实3个月理财债券A,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANA,unknown,
000488,JS3GYLCZQE,嘉实3个月理财债券E,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANE,unknown,
000493,NFXJTA,南方现金通A,货币型-普通货币,NANFANGXIANJINTONGA,unknown,
000494,NFXJTB,南方现金通B,货币型-普通货币,NANFANGXIANJINTONGB,unknown,
000495,NFXJTC,南方现金通C,货币型-普通货币,NANFANGXIANJINTONGC,unknown,
000496,CACYJXHHA,长安产业精选混合A,混合型-灵活,CHANGANCHANYEJINGXUANHUNHEA,unknown,
000497,CTCZZQA,财通纯债债券A,债券型-长债,CAITONGCHUNZHAIZHAIQUANA,unknown,
000503,ZXJTJHZDZA,中信建投景和中短债A,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA,unknown,
000504,ZXJTJHZDZC,中信建投景和中短债C,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC,unknown,
000505,GSABHBA,国寿安保货币A,货币型-普通货币,GUOSHOUANBAOHUOBIA,unknown,
000506,GSABHBB,国寿安保货币B,货币型-普通货币,GUOSHOUANBAOHUOBIB,unknown,
000507,HLHDHHA,宏利宏达混合A,混合型-偏债,HONGLIHONGDAHUNHEA,unknown,
000508,HLHDHHB,宏利宏达混合B,混合型-偏债,HONGLIHONGDAHUNHEB,unknown,
000509,GFQDZHBA,广发钱袋子货币A,货币型-普通货币,GUANGFAQIANDAIZIHUOBIA,unknown,
000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型-灵活,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA,unknown,
000512,GTHS300ZSZQA,国泰沪深300指数增强A,指数型-股票,GUOTAIHUSHEN300ZHISHUZENGQIANGA,unknown,
000513,FGGDZZHYGPA,富国高端制造行业股票A,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA,unknown,
000514,FGGDZZHYGPA,富国高端制造行业股票A(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA,unknown,
000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA,unknown,
000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC,unknown,
000520,SYXXJZCZHHA,上银新兴价值成长混合A,混合型-灵活,SHANGYINXINXINGJIAZHICHENGZHANGHUNHEA,unknown,
000521,NARXDKZQ,诺安瑞鑫定开债券,债券型-长债,NUOANRUIXINDINGKAIZHAIQUAN,unknown,
000522,HRYDXXCMKJHHA,华润元大信息传媒科技混合A,混合型-偏股,HUARUNYUANDAXINXICHUANMEIKEJIHUNHEA,unknown,
000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型-灵活,GUOTOURUIYINYILIAOBAOJIANHUNHEA,unknown,
000524,MGMSXQGPA,摩根民生需求股票A,股票型,MOGENMINSHENGXUQIUGUPIAOA,unknown,
000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型-灵活,GUOTAINONGYILINGHUOPEIZHIHUNHEA,unknown,
000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型-灵活,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA,unknown,
000528,GYXJHBA,工银薪金货币A,货币型-普通货币,GONGYINXINJINHUOBIA,unknown,
000529,GFJZYSHHA,广发竞争优势混合A,混合型-灵活,GUANGFAJINGZHENGYOUSHIHUNHEA,unknown,
000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型-灵活,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA,unknown,
000531,DWAEFLHPZHHA,东吴阿尔法灵活配置混合A,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEA,unknown,
000532,JSCCYSQYHHA,景顺长城优势企业混合A,混合型-偏股,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHEA,unknown,
000533,YYHBA,永赢货币A,货币型-普通货币,YONGYINGHUOBIA,unknown,
000534,CSGDZBHHA,长盛高端装备混合A,混合型-灵活,CHANGSHENGGAODUANZHUANGBEIHUNHEA,unknown,
000535,CSHTHGHHA,长盛航天海工混合A,混合型-灵活,CHANGSHENGHANGTIANHAIGONGHUNHEA,unknown,
000536,QHKYKZZZQA,前海开源可转债债券A,债券型-混合二级,QIANHAIKAIYUANKEZHUANZHAIZHAIQUANA,unknown,
000538,NAYSHYHHA,诺安优势行业混合A,混合型-灵活,NUOANYOUSHIHANGYEHUNHEA,unknown,
000539,ZYHQBHBA,中银活期宝货币A,货币型-普通货币,ZHONGYINHUOQIBAOHUOBIA,unknown,
000540,GJJTTHBA,国金金腾通货币A,货币型-普通货币,GUOJINJINTENGTONGHUOBIA,unknown,
000541,HSCXCZHHFQSA,华商创新成长混合发起式A,混合型-灵活,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHIA,unknown,
000542,SYHCBHBA,上银慧财宝货币A,货币型-普通货币,SHANGYINHUICAIBAOHUOBIA,unknown,
000543,SYHCBHBB,上银慧财宝货币B,货币型-普通货币,SHANGYINHUICAIBAOHUOBIB,unknown,
000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型-灵活,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE,unknown,
000546,XYDKZA,兴业定开债A,债券型-混合一级,XINGYEDINGKAIZHAIA,unknown,
000547,JXJKMSHHA,建信健康民生混合A,混合型-偏股,JIANXINJIANKANGMINSHENGHUNHEA,unknown,
000548,PHJCTHB,鹏华聚财通货币,货币型-普通货币,PENGHUAJUCAITONGHUOBI,unknown,
000549,HADGXJJGPA,华安大国新经济股票A,股票型,HUAANDAGUOXINJINGJIGUPIAOA,unknown,
000550,GFXDLHHA,广发新动力混合A,混合型-偏股,GUANGFAXINDONGLIHUNHEA,unknown,
000551,ZXBCXFXFHHA,中信保诚幸福消费混合A,混合型-偏股,ZHONGXINBAOCHENGXINGFUXIAOFEIHUNHEA,unknown,
000552,ZJCZYNA,中加纯债一年A,债券型-长债,ZHONGJIACHUNZHAIYINIANA,unknown,
000553,ZJCZYNC,中加纯债一年C,债券型-长债,ZHONGJIACHUNZHAIYINIANC,unknown,
000554,NFZGMLHPZHHA,南方中国梦灵活配置混合A,混合型-灵活,NANFANGZHONGGUOMENGLINGHUOPEIZHIHUNHEA,unknown,
000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA,unknown,
000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC,unknown,
000559,NATTBA,诺安天天宝A,货币型-普通货币,NUOANTIANTIANBAOA,unknown,
000560,NATTBE,诺安天天宝E,货币型-普通货币,NUOANTIANTIANBAOE,unknown,
000561,NFQYZQA,南方启元债券A,债券型-长债,NANFANGQIYUANZHAIQUANA,unknown,
000562,NFQYZQC,南方启元债券C,债券型-长债,NANFANGQIYUANZHAIQUANC,unknown,
000563,NFTLZQA,南方通利债券A,债券型-长债,NANFANGTONGLIZHAIQUANA,unknown,
000564,NFTLZQC,南方通利债券C,债券型-长债,NANFANGTONGLIZHAIQUANC,unknown,
000565,FGYLBJHYHHA,富国医疗保健行业混合A(后端),混合型-偏股,FUGUOYILIAOBAOJIANHANGYEHUNHEA,unknown,
000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型-灵活,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA,unknown,
000567,GFJXLHHH,广发聚祥灵活混合,混合型-灵活,GUANGFAJUXIANGLINGHUOHUNHE,unknown,
000569,PHZZBHB,鹏华增值宝货币,货币型-普通货币,PENGHUAZENGZHIBAOHUOBI,unknown,
000572,ZYDCLHHA,中银多策略混合A,混合型-灵活,ZHONGYINDUOCELUEHUNHEA,unknown,
000573,THTLHHA,天弘通利混合A,混合型-灵活,TIANHONGTONGLIHUNHEA,unknown,
000574,BYXJZHHA,宝盈新价值混合A,混合型-灵活,BAOYINGXINJIAZHIHUNHEA,unknown,
000575,XQTLBHB,兴全添利宝货币,货币型-普通货币,XINGQUANTIANLIBAOHUOBI,unknown,
000576,ZYHBA,中邮货币A,货币型-普通货币,ZHONGYOUHUOBIA,unknown,
000577,AXJZJXGPA,安信价值精选股票A,股票型,ANXINJIAZHIJINGXUANGUPIAOA,unknown,
000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA,unknown,
000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC,unknown,
000580,ZYHBB,中邮货币B,货币型-普通货币,ZHONGYOUHUOBIB,unknown,
000581,JSHQBHBA,嘉实活钱包货币A,货币型-普通货币,JIASHIHUOQIANBAOHUOBIA,unknown,
000582,FGXYZZQAB,富国信用债债券A/B(后端),债券型-长债,FUGUOXINYONGZHAIZHAIQUANAB,unknown,
000583,JXJFDKZ,江信聚福定开债,债券型-混合一级,JIANGXINJUFUDINGKAIZHAI,unknown,
000584,XHXYLHPZHHC,新华鑫益灵活配置混合C,混合型-灵活,XINHUAXINYILINGHUOPEIZHIHUNHEC,unknown,
000585,JSDCTLDQHHA,嘉实对冲套利定期混合A,混合型-绝对收益,JIASHIDUICHONGTAOLIDINGQIHUNHEA,unknown,
000586,JSCCZXCJXGPA,景顺长城中小创精选股票A,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAOA,unknown,
000587,DCLHPZHHA,大成灵活配置混合A,混合型-灵活,DACHENGLINGHUOPEIZHIHUNHEA,unknown,
000588,ZSZQBHBA,招商招钱宝货币A,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIA,unknown,
000589,GDBDXYFSJHHA,光大保德信银发商机混合A,混合型-偏股,GUANGDABAODEXINYINFASHANGJIHUNHEA,unknown,
000590,HAXHLLHPZHHA,华安新活力灵活配置混合A,混合型-灵活,HUAANXINHUOLILINGHUOPEIZHIHUNHEA,unknown,
000591,ZYJKSHHH,中银健康生活混合,混合型-偏股,ZHONGYINJIANKANGSHENGHUOHUNHE,unknown,
000592,JXGGHLGPA,建信改革红利股票A,股票型,JIANXINGAIGEHONGLIGUPIAOA,unknown,
000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,指数型-海外股票,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA,unknown,
000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO,unknown,
000595,JSTHHH,嘉实泰和混合,混合型-灵活,JIASHITAIHEHUNHE,unknown,
000596,QHKYZZJGZSA,前海开源中证军工指数A,指数型-股票,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA,unknown,
000597,ZHJJSYHH,中海积极收益混合,混合型-灵活,ZHONGHAIJIJISHOUYIHUNHE,unknown,
000598,CSSTHJHH,长盛生态环境混合,混合型-灵活,CHANGSHENGSHENGTAIHUANJINGHUNHE,unknown,
000599,ZXBCXJBHBA,中信保诚薪金宝货币A,货币型-普通货币,ZHONGXINBAOCHENGXINJINBAOHUOBIA,unknown,
000600,HTFHJBHBA,汇添富和聚宝货币A,货币型-普通货币,HUITIANFUHEJUBAOHUOBIA,unknown,
000601,HBCXYXHH,华宝创新优选混合,混合型-偏股,HUABAOCHUANGXINYOUXUANHUNHE,unknown,
000602,FGAYHBA,富国安益货币A,货币型-普通货币,FUGUOANYIHUOBIA,unknown,
000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型-灵活,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE,unknown,
000604,YHDLBHBA,银华多利宝货币A,货币型-普通货币,YINHUADUOLIBAOHUOBIA,unknown,
000605,YHDLBHBB,银华多利宝货币B,货币型-普通货币,YINHUADUOLIBAOHUOBIB,unknown,
000606,THYXZQA,天弘优选债券A,债券型-长债,TIANHONGYOUXUANZHAIQUANA,unknown,
000607,ZSZQBHBB,招商招钱宝货币B,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIB,unknown,
000609,HSXLHHHA,华商新量化混合A,混合型-灵活,HUASHANGXINLIANGHUAHUNHEA,unknown,
000612,HBSTZGHHA,华宝生态中国混合A,混合型-偏股,HUABAOSHENGTAIZHONGGUOHUNHEA,unknown,
000613,GSABHS300ETFLJA,国寿安保沪深300ETF联接A,指数型-股票,GUOSHOUANBAOHUSHEN300ETFLIANJIEA,unknown,
000614,HADGDAXLJQDIIA,华安德国(DAX)联接(QDII)A,指数型-海外股票,HUAANDEGUODAXLIANJIEQDIIA,unknown,
000615,CCGZBHBA,长城工资宝货币A,货币型-普通货币,CHANGCHENGGONGZIBAOHUOBIA,unknown,
000618,JSXJBHBA,嘉实薪金宝货币A,货币型-普通货币,JIASHIXINJINBAOHUOBIA,unknown,
